7.179999999999999716e+00,-8.000000000000000167e-02,-1.000000000000000056e-01,5.999999999999999778e-02,-3.779999999999999716e+01,-1.673999999999999844e+01,0.000000000000000000e+00,-1.683999999999999986e+01,1.034700000000000045e+03,-1.502999999999999936e+01,5.600000000000000533e-01,2.399999999999999911e-01,1.700000000000000122e-01,1.700000000000000122e-01,1.600000000000000033e-01,8.550000000000000000e+01,1.700000000000000000e+01,1.400000000000000000e+01,1.200000000000000000e+01,1.200000000000000000e+01,-1.762000000000000099e+01,8.933099999999999454e+02,-2.687999999999999901e+01,-1.541000000000000014e+01,-1.509999999999999964e+01,-1.077999999999999936e+01,-9.369999999999999218e+00,9.449999999999999289e+00,2.899999999999999800e-01,3.360000000000000142e+01,1.109999999999999964e+01,-2.700000000000000178e+00,-1.000000000000000000e+00,-8.000000000000000444e-01,-2.132222222000000045e+01
1.052999999999999936e+01,3.459999999999999964e+00,3.299999999999999822e+00,-9.599999999999999645e-01,-3.407000000000000028e+01,-1.539000000000000057e+01,0.000000000000000000e+00,-1.538000000000000078e+01,1.030359999999999900e+03,-1.471000000000000085e+01,2.999999999999999889e-02,1.400000000000000133e-01,2.899999999999999800e-01,2.999999999999999889e-01,2.999999999999999889e-01,7.500000000000000000e+00,1.250000000000000000e+01,1.850000000000000000e+01,2.328000000000000114e+01,2.350000000000000000e+01,-1.694000000000000128e+01,8.903600000000000136e+02,-3.082000000000000028e+01,-1.551999999999999957e+01,-1.250999999999999979e+01,-8.900000000000000355e+00,-7.830000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.719999999999999929e+01,1.430000000000000071e+01,8.800000000000000711e+00,2.600000000000000089e+00,2.500000000000000000e+00,-1.554444443999999947e+01
0.000000000000000000e+00,1.229999999999999982e+00,1.199999999999999956e+00,-5.669999999999999929e+00,-2.807999999999999829e+01,-1.248000000000000043e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.040140000000000100e+03,0.000000000000000000e+00,4.000000000000000083e-02,2.800000000000000266e-01,3.499999999999999778e-01,4.600000000000000200e-01,4.600000000000000200e-01,8.000000000000000000e+00,1.650000000000000000e+01,1.650000000000000000e+01,2.137000000000000099e+01,2.123999999999999844e+01,-1.325999999999999979e+01,9.005399999999999636e+02,-3.046999999999999886e+01,-1.377999999999999936e+01,-8.519999999999999574e+00,-5.459999999999999964e+00,-4.139999999999999680e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.799999999999999822e+00,-1.800000000000000044e+00,-2.299999999999999822e+00,-5.000000000000000000e-01,-1.000000000000000056e-01,-1.872222221999999903e+01
1.458999999999999986e+01,3.470000000000000195e+00,3.500000000000000000e+00,-3.220000000000000195e+00,-2.928000000000000114e+01,-1.730000000000000071e+01,0.000000000000000000e+00,-1.723999999999999844e+01,1.039160000000000082e+03,-1.497000000000000064e+01,8.000000000000000167e-02,2.300000000000000100e-01,3.800000000000000044e-01,3.699999999999999956e-01,3.699999999999999956e-01,2.550000000000000000e+01,2.362999999999999901e+01,3.364000000000000057e+01,2.894999999999999929e+01,2.828999999999999915e+01,-1.798000000000000043e+01,8.974099999999999682e+02,-3.353999999999999915e+01,-1.889000000000000057e+01,-1.590000000000000036e+01,-1.141000000000000014e+01,-1.000000000000000000e+01,0.000000000000000000e+00,5.600000000000000533e-01,1.209999999999999964e+01,5.599999999999999645e+00,6.299999999999999822e+00,2.500000000000000000e+00,2.799999999999999822e+00,-9.566666666999999791e+00
0.000000000000000000e+00,4.049999999999999822e+00,4.099999999999999645e+00,1.500000000000000000e+00,-2.367999999999999972e+01,-1.173000000000000043e+01,6.799999999999999822e+00,0.000000000000000000e+00,1.023919999999999959e+03,0.000000000000000000e+00,3.099999999999999978e-01,1.030000000000000027e+00,5.899999999999999689e-01,5.999999999999999778e-01,5.899999999999999689e-01,7.600000000000000000e+01,9.750000000000000000e+01,3.200000000000000000e+01,3.155000000000000071e+01,3.117000000000000171e+01,-1.208000000000000007e+01,8.861299999999999955e+02,-3.153000000000000114e+01,-1.848999999999999844e+01,-1.066999999999999993e+01,-6.870000000000000107e+00,-5.650000000000000355e+00,8.130000000000000782e+00,0.000000000000000000e+00,4.029999999999999716e+01,2.550000000000000000e+01,6.799999999999999822e+00,2.100000000000000089e+00,2.299999999999999822e+00,-1.843333332999999996e+01
1.010999999999999943e+01,1.600000000000000089e+00,2.299999999999999822e+00,-3.140000000000000124e+00,-2.830000000000000071e+01,-1.992999999999999972e+01,0.000000000000000000e+00,-2.042999999999999972e+01,1.046599999999999909e+03,-1.839000000000000057e+01,4.000000000000000083e-02,7.000000000000000666e-02,4.199999999999999845e-01,4.199999999999999845e-01,4.199999999999999845e-01,1.250000000000000000e+01,8.500000000000000000e+00,3.750000000000000000e+01,4.450000000000000000e+01,4.450000000000000000e+01,-2.051000000000000156e+01,9.023899999999999864e+02,-3.367000000000000171e+01,-2.010000000000000142e+01,-1.603000000000000114e+01,-1.353999999999999915e+01,-1.222000000000000064e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.630000000000000071e+01,3.299999999999999822e+00,1.600000000000000089e+00,5.000000000000000000e-01,1.000000000000000000e+00,-2.004444443999999947e+01
1.905000000000000071e+01,5.290000000000000036e+00,5.200000000000000178e+00,-3.109999999999999876e+00,-1.883999999999999986e+01,-8.519999999999999574e+00,0.000000000000000000e+00,-1.185999999999999943e+01,1.023070000000000050e+03,-1.116999999999999993e+01,8.999999999999999667e-02,6.899999999999999467e-01,1.090000000000000080e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.750000000000000000e+01,3.900000000000000000e+01,4.400000000000000000e+01,3.700000000000000000e+01,3.650000000000000000e+01,-6.799999999999999822e+00,8.868400000000000318e+02,-2.975000000000000000e+01,-1.390000000000000036e+01,-8.199999999999999289e+00,-3.520000000000000018e+00,-2.080000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.119999999999999929e+01,1.730000000000000071e+01,7.500000000000000000e+00,4.299999999999999822e+00,4.099999999999999645e+00,-1.285555556000000088e+01
2.107999999999999829e+01,5.480000000000000426e+00,5.099999999999999645e+00,-3.750000000000000000e+00,-1.994000000000000128e+01,-1.172000000000000064e+01,0.000000000000000000e+00,-1.214000000000000057e+01,1.024390000000000100e+03,-1.167999999999999972e+01,8.999999999999999667e-02,5.300000000000000266e-01,9.100000000000000311e-01,9.200000000000000400e-01,9.200000000000000400e-01,2.000000000000000000e+01,2.800000000000000000e+01,4.450000000000000000e+01,4.600000000000000000e+01,4.650000000000000000e+01,-1.258000000000000007e+01,8.871699999999999591e+02,-3.039000000000000057e+01,-1.360999999999999943e+01,-9.179999999999999716e+00,-4.940000000000000391e+00,-3.640000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.900000000000000000e+01,1.969999999999999929e+01,7.299999999999999822e+00,2.100000000000000089e+00,1.899999999999999911e+00,-1.483333333000000032e+01
1.332000000000000028e+01,3.140000000000000124e+00,3.100000000000000089e+00,-3.459999999999999964e+00,-3.713000000000000256e+01,-1.901000000000000156e+01,0.000000000000000000e+00,-1.449000000000000021e+01,1.026400000000000091e+03,-1.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.553333332999999961e+01
5.280000000000000249e+00,1.060000000000000053e+00,1.300000000000000044e+00,-1.030000000000000027e+00,-2.066000000000000014e+01,-1.692000000000000171e+01,8.439999999999999503e+00,-1.685999999999999943e+01,1.040970000000000027e+03,-1.352999999999999936e+01,5.000000000000000278e-02,6.199999999999999956e-01,7.099999999999999645e-01,6.800000000000000488e-01,6.800000000000000488e-01,1.866000000000000014e+01,9.850000000000000000e+01,6.250000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,-1.896999999999999886e+01,8.991299999999999955e+02,-3.563000000000000256e+01,-2.205999999999999872e+01,-1.348000000000000043e+01,-9.750000000000000000e+00,-8.429999999999999716e+00,6.300000000000000044e-01,4.299999999999999933e-01,1.850000000000000000e+01,7.599999999999999645e+00,4.299999999999999822e+00,9.000000000000000222e-01,1.199999999999999956e+00,-1.312222221999999938e+01
